station,hour,day_of_week,month,is_weekend,is_holiday,is_peak_hour,crowd_level
Chennai International Airport,7,0,8,0,0,1,1.0
High Court,7,5,9,1,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,10,2,9,0,0,1,0.8618146090764869
Wimco Nagar,23,4,2,0,0,0,0.37297578386217817
Thirumangalam,20,4,11,0,1,0,0.5705078238019994
Anna Nagar Tower,8,1,9,0,0,1,1.0
Tondiarpet,23,4,5,0,0,0,0.08938451214177323
Tiruvottiyur Theradi,15,1,12,0,0,0,0.5396852866722558
Guindy,8,3,12,0,0,1,1.0
Nehru Park,14,4,8,0,0,0,0.6496973635010789
Nehru Park,22,1,5,0,0,0,0.44734785605087996
Tiruvottiyur,12,0,8,0,0,0,0.6166655174529426
AG-DMS,13,4,9,0,0,0,0.6136173139847795
Kilpauk,8,0,4,0,0,1,1.0
Ashok Nagar,19,3,5,0,0,1,1.0
Egmore,10,0,11,0,0,1,0.7954179257363865
Guindy,4,1,11,0,0,0,0.29888331216742914
Ekkattuthangal,8,6,10,1,0,1,1.0
Tondiarpet,0,6,4,1,0,0,0.470604767626754
Government Estate,7,0,7,0,0,1,1.0
Meenambakkam,17,2,9,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,23,5,7,1,0,0,0.18465916612054048
Puratchi Thalaivar Dr. M.G. Ramachandran Central,9,4,11,0,0,1,0.8422248682276594
Wimco Nagar,6,6,4,1,0,0,0.617878197271357
Anna Nagar Tower,2,4,7,0,0,0,0.042652760973048695
Ashok Nagar,16,5,5,1,0,1,1.0
Government Estate,9,5,8,1,0,1,1.0
Chennai International Airport,19,5,9,1,0,1,1.0
Anna Nagar East,19,0,7,0,0,1,0.8624731938950971
AG-DMS,5,1,7,0,0,0,0.4790197802108165
Anna Nagar Tower,13,0,4,0,0,0,0.43533414388141184
Tiruvottiyur Theradi,5,3,6,0,0,0,0.09346257132813575
Nehru Park,12,0,11,0,1,0,0.8523089008802215
Government Estate,16,2,3,0,0,1,1.0
Wimco Nagar Depot,9,1,4,0,0,1,1.0
Anna Nagar East,0,0,1,0,0,0,0.3112457940758376
Meenambakkam,18,5,11,1,1,1,1.0
Tollgate,7,5,11,1,0,1,1.0
Thousand Lights,4,2,4,0,0,0,0.490671210246068
Arumbakkam,14,3,2,0,0,0,0.4259984581759301
Thirumangalam,16,4,5,0,0,1,0.8339309568432121
Tondiarpet,5,5,7,1,0,0,0.5254717858337723
Thousand Lights,5,6,9,1,0,0,0.4095003059817151
Mannadi,19,5,11,1,0,1,1.0
Shenoy Nagar,23,4,6,0,0,0,0.24044927472221864
Nehru Park,8,6,8,1,0,1,1.0
Sir Theagaraya College,19,6,5,1,0,1,1.0
Nanganallur Road,6,2,11,0,0,0,0.275888153120242
Nandanam,14,0,11,0,0,0,0.4837990132391913
Ekkattuthangal,7,2,1,0,0,1,1.0
Egmore,3,0,8,0,0,0,0.5199352659323551
Nehru Park,13,6,2,1,0,0,0.5561295169308716
High Court,11,3,11,0,0,0,0.6860518042113541
Nehru Park,21,1,11,0,0,0,0.381049631326569
Ashok Nagar,7,6,1,1,0,1,1.0
Shenoy Nagar,9,4,12,0,0,1,1.0
Teynampet,16,0,5,0,0,1,1.0
Shenoy Nagar,21,2,9,0,0,0,0.27083174318257536
Washermanpet,10,0,6,0,0,1,1.0
Tiruvottiyur,11,3,2,0,0,0,0.6094156559617726
Vadapalani,10,2,1,0,0,1,0.8223762057666596
Meenambakkam,10,6,3,1,0,1,1.0
Tiruvottiyur,19,2,11,0,0,1,1.0
Tondiarpet,0,2,5,0,0,0,0.33857123719890747
Anna Nagar Tower,12,0,8,0,0,0,0.668626271429724
Arumbakkam,12,2,5,0,0,0,0.5183520569724643
Puratchi Thalaivar Dr. M.G. Ramachandran Central,19,2,2,0,0,1,0.9010746609956621
Saidapet,16,4,1,0,0,1,1.0
Thousand Lights,2,6,6,1,0,0,0.49070015840163006
Kaladipet,3,3,5,0,0,0,0.12581064703660175
Tondiarpet,0,4,12,0,0,0,0.25210740620180433
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,13,4,8,0,0,0,0.4603476702589233
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,5,5,7,1,0,0,0.5080403216498715
Puratchi Thalaivar Dr. M.G. Ramachandran Central,15,3,4,0,0,0,0.4893032724035646
Tiruvottiyur Theradi,2,5,11,1,0,0,0.31169102662604203
Puratchi Thalaivar Dr. M.G. Ramachandran Central,3,0,2,0,0,0,0.2188992350371914
Mannadi,3,1,11,0,0,0,0.16681213134009298
Little Mount,7,6,4,1,0,1,1.0
Ashok Nagar,19,4,9,0,0,1,0.9968845325236269
Chennai International Airport,23,2,8,0,0,0,0.25509038182372784
Ashok Nagar,23,4,9,0,0,0,0.3250909887477804
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,20,0,10,0,0,0,0.23362620385060187
Government Estate,1,0,10,0,0,0,0.4662420284907196
Anna Nagar East,15,0,10,0,0,0,0.45492598636014614
Thirumangalam,17,6,12,1,0,1,1.0
Anna Nagar Tower,22,4,11,0,0,0,0.2856135943414816
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,17,4,10,0,1,1,1.0
Koyambedu,18,1,5,0,0,1,0.9334051352353002
AG-DMS,14,2,12,0,0,0,0.5465568803870223
Shenoy Nagar,13,1,2,0,0,0,0.22775037084065314
Teynampet,0,0,5,0,0,0,0.2310423877422165
Guindy,18,6,7,1,0,1,1.0
Little Mount,17,2,11,0,0,1,0.9256278700269039
Chennai International Airport,20,0,9,0,0,0,0.18311732843387102
Guindy,23,4,2,0,0,0,0.29592737326150875
Saidapet,6,4,5,0,0,0,0.14650095814672154
Tiruvottiyur Theradi,20,4,7,0,0,0,0.384112920681902
Thousand Lights,14,1,12,0,0,0,0.44430213261281953
High Court,17,4,10,0,0,1,0.9921183947447842
Kaladipet,22,5,8,1,0,0,0.41203465406518486
Ashok Nagar,1,5,8,1,0,0,0.5490004214284624
Ashok Nagar,11,0,8,0,0,0,0.5714699279880946
Nehru Park,8,1,1,0,0,1,0.6975206938697254
Thirumangalam,12,2,7,0,0,0,0.7422183481805179
Tiruvottiyur Theradi,20,5,10,1,0,0,0.2784059496830355
Guindy,1,0,11,0,0,0,0.18697738116449086
Nandanam,7,0,5,0,0,1,1.0
Ashok Nagar,16,3,5,0,0,1,0.8614841527838354
Mannadi,13,4,2,0,0,0,0.5058674866064146
Anna Nagar Tower,9,2,10,0,0,1,0.9434531476835335
Ekkattuthangal,15,0,10,0,0,0,0.5973134602039211
Guindy,15,1,4,0,0,0,0.5286067921580795
High Court,15,1,4,0,0,0,0.4019669413101471
Thirumangalam,4,3,9,0,0,0,0.38029212854235633
Nandanam,16,6,11,1,0,1,0.8830514427494324
Anna Nagar East,16,0,4,0,0,1,1.0
Nandanam,12,1,10,0,0,0,0.4367082550639509
Guindy,17,6,7,1,0,1,1.0
Kaladipet,17,6,9,1,0,1,0.8905721574604493
Little Mount,8,3,2,0,0,1,1.0
High Court,11,3,4,0,0,0,0.5982981926465621
Guindy,5,3,8,0,0,0,0.3755663862902849
Pachaiyappa's College,17,3,1,0,1,1,1.0
Tondiarpet,23,0,7,0,0,0,0.31157535302299655
Kilpauk,2,5,11,1,0,0,0.3911706459178298
Ekkattuthangal,13,2,10,0,0,0,0.46226751083825146
Kaladipet,7,5,7,1,0,1,1.0
Thousand Lights,1,3,2,0,0,0,0.33660310961917234
Egmore,22,1,8,0,0,0,0.46226545491883636
Kaladipet,0,5,6,1,0,0,0.4036569002816053
Wimco Nagar Depot,19,5,9,1,0,1,1.0
Thousand Lights,20,1,8,0,0,0,0.16541076049089753
Nehru Park,12,4,12,0,0,0,0.4301445588668597
AG-DMS,5,0,5,0,0,0,0.21308441336399325
Thousand Lights,2,3,11,0,1,0,0.6243611776385685
Washermanpet,6,2,5,0,0,0,0.2845221558695902
Shenoy Nagar,16,2,4,0,0,1,1.0
St. Thomas Mount,10,3,11,0,0,1,1.0
Wimco Nagar Depot,4,0,4,0,0,0,0.4377316131654862
LIC,1,4,9,0,0,0,0.2712776563436344
Puratchi Thalaivar Dr. M.G. Ramachandran Central,20,0,3,0,0,0,0.3421175168709047
High Court,4,2,3,0,0,0,0.10093123892417809
Ashok Nagar,2,0,9,0,0,0,0.1985898862311665
Anna Nagar Tower,20,4,10,0,1,0,0.6110086137219201
Ashok Nagar,3,2,7,0,0,0,0.43173854618680996
Nandanam,0,5,8,1,0,0,0.4693627567234114
Ashok Nagar,1,6,12,1,0,0,0.4924012492028388
Tollgate,4,4,3,0,0,0,0.16236954790659283
Government Estate,21,2,8,0,0,0,0.17016538724040928
Nandanam,12,6,3,1,0,0,0.47790865337219796
LIC,10,0,3,0,0,1,0.9417050400252882
Meenambakkam,13,0,8,0,0,0,0.506064484669836
Alandur,12,3,6,0,0,0,0.5128683673949644
Anna Nagar East,16,2,12,0,0,1,1.0
Wimco Nagar,20,1,12,0,0,0,0.31734181304300335
Anna Nagar East,19,1,6,0,0,1,0.9316521382536045
AG-DMS,18,0,9,0,0,1,1.0
Sir Theagaraya College,9,1,7,0,0,1,0.9626743285784104
AG-DMS,17,3,2,0,0,1,1.0
Tollgate,22,6,7,1,0,0,0.723020330788017
Arumbakkam,17,3,6,0,0,1,1.0
Meenambakkam,0,5,9,1,0,0,0.5183167210064767
Sir Theagaraya College,16,6,1,1,0,1,1.0
Meenambakkam,8,1,5,0,0,1,0.7494834623351423
Government Estate,19,4,3,0,0,1,1.0
Tondiarpet,22,0,7,0,0,0,0.4585164646163974
Nanganallur Road,0,0,5,0,0,0,0.3182855866283239
Ekkattuthangal,2,1,12,0,0,0,0.26064153644459476
Ashok Nagar,12,4,8,0,0,0,0.5979557371364607
Arumbakkam,14,1,1,0,0,0,0.5672887928722378
Vadapalani,5,6,6,1,0,0,0.5676113033130422
Chennai International Airport,8,4,5,0,0,1,1.0
Pachaiyappa's College,12,1,8,0,0,0,0.25995880322814147
Wimco Nagar,19,3,9,0,0,1,0.9744750735331038
St. Thomas Mount,13,6,3,1,0,0,0.6167686192920254
Tondiarpet,15,4,6,0,0,0,0.5334227594926764
High Court,8,0,10,0,1,1,1.0
Nanganallur Road,2,1,5,0,0,0,0.2552679863365608
Alandur,23,1,11,0,0,0,0.321932857082277
Thirumangalam,22,1,7,0,0,0,0.14803330008057977
Little Mount,20,6,1,1,0,0,0.5798721561754259
Kilpauk,20,0,10,0,0,0,0.2893729764169228
Koyambedu,3,4,2,0,0,0,0.15756608611895254
Pachaiyappa's College,23,6,1,1,1,0,0.8029771241292064
AG-DMS,6,3,12,0,0,0,0.2944045590406768
Ekkattuthangal,12,6,2,1,0,0,0.7866173004947599
Arumbakkam,3,1,10,0,0,0,0.41987713824294126
Egmore,20,4,11,0,0,0,0.2727191708933687
Washermanpet,0,3,7,0,0,0,0.39420217482550624
Tiruvottiyur Theradi,15,6,12,1,0,0,0.6492259685575301
Wimco Nagar Depot,16,6,8,1,0,1,1.0
Anna Nagar East,2,2,1,0,0,0,0.3761155946125117
Government Estate,3,2,2,0,0,0,0.08972357389647621
Tondiarpet,17,3,8,0,0,1,1.0
Anna Nagar East,22,6,2,1,0,0,0.5396879082973813
Thirumangalam,6,5,8,1,0,0,0.4716499050443152
LIC,10,4,5,0,0,1,1.0
Nandanam,13,1,10,0,0,0,0.40575704685179176
Washermanpet,23,5,10,1,0,0,0.46200366421282874
Puratchi Thalaivar Dr. M.G. Ramachandran Central,2,1,3,0,0,0,0.3793219896240565
Government Estate,3,0,7,0,0,0,0.21776576949612786
Anna Nagar Tower,12,6,11,1,0,0,0.5396024650501168
Tondiarpet,16,4,3,0,0,1,1.0
Nehru Park,12,6,12,1,1,0,0.8561629556762351
Meenambakkam,8,3,9,0,0,1,0.9131814246187697
Tondiarpet,5,3,4,0,0,0,0.2595586788527133
Kaladipet,18,2,12,0,0,1,0.8885068259880837
Ekkattuthangal,16,0,10,0,0,1,0.9843384539065183
Thousand Lights,8,5,10,1,0,1,1.0
LIC,23,2,6,0,0,0,0.4101577235774339
Tiruvottiyur Theradi,20,3,8,0,0,0,0.3255140457160251
Wimco Nagar,4,1,5,0,0,0,0.310764240159114
Government Estate,12,6,6,1,0,0,0.8127324107075508
Alandur,1,3,4,0,0,0,0.1995112500372279
Vadapalani,7,1,12,0,1,1,1.0
Alandur,0,6,1,1,0,0,0.5994947038229015
Koyambedu,5,3,3,0,0,0,0.18463586900671985
Nehru Park,8,5,1,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,14,5,6,1,0,0,0.6008925636019825
Guindy,5,4,2,0,0,0,0.29563792624459806
Saidapet,0,3,8,0,0,0,0.2637688702235978
High Court,2,4,4,0,0,0,0.304045272760875
Nandanam,11,2,9,0,0,0,0.3682179727413737
Ashok Nagar,6,1,6,0,0,0,0.4149074316219132
Sir Theagaraya College,4,3,3,0,0,0,0.21398695287284208
Alandur,20,4,12,0,0,0,0.11921365758185411
Wimco Nagar,3,6,4,1,0,0,0.34282438316521485
Puratchi Thalaivar Dr. M.G. Ramachandran Central,18,2,11,0,0,1,0.7306173034715508
Sir Theagaraya College,8,0,12,0,0,1,0.9276504903170265
Teynampet,0,4,7,0,0,0,0.03386424530962873
Guindy,12,2,3,0,0,0,0.4196911456570108
AG-DMS,17,2,5,0,0,1,0.8330895823769697
Tiruvottiyur Theradi,21,6,3,1,0,0,0.3925266156868055
St. Thomas Mount,20,4,5,0,0,0,0.320575930061742
Alandur,14,6,7,1,0,0,0.44035359168657323
Saidapet,9,1,1,0,0,1,0.884504622537807
St. Thomas Mount,15,0,3,0,0,0,0.40226139008820694
St. Thomas Mount,2,6,8,1,0,0,0.45787233787216736
Chennai International Airport,2,0,11,0,0,0,0.2705138478326966
Government Estate,15,0,8,0,0,0,0.5854628822691564
Nehru Park,6,3,10,0,0,0,0.12002122023309587
Kilpauk,16,0,1,0,0,1,0.8571516632467265
Ekkattuthangal,1,3,9,0,0,0,0.2452339972524762
Little Mount,6,4,3,0,0,0,0.0879197174999035
Little Mount,6,1,3,0,0,0,0.4470932893082053
AG-DMS,1,5,3,1,0,0,0.6212747736202421
Vadapalani,8,0,5,0,0,1,1.0
LIC,9,2,7,0,0,1,1.0
High Court,8,3,5,0,0,1,0.8187307730911906
Tiruvottiyur,4,4,8,0,0,0,0.10789963640940264
Washermanpet,8,3,12,0,0,1,0.8608785348102547
Ekkattuthangal,18,6,1,1,0,1,1.0
Egmore,2,1,6,0,0,0,0.09904788043893935
Wimco Nagar Depot,15,3,2,0,0,0,0.5298428162074063
Ashok Nagar,5,3,8,0,0,0,0.15186327363724525
Puratchi Thalaivar Dr. M.G. Ramachandran Central,6,0,12,0,0,0,0.39272532796029713
St. Thomas Mount,13,5,5,1,0,0,0.7115050288689423
Thousand Lights,7,2,2,0,0,1,1.0
Teynampet,13,1,8,0,0,0,0.5630814000809813
Ashok Nagar,12,1,8,0,0,0,0.4749396012670682
Little Mount,23,1,7,0,0,0,0.2371809354322833
Wimco Nagar Depot,4,4,9,0,0,0,0.3265600040050775
Kilpauk,15,6,3,1,0,0,0.6459193095580478
Arumbakkam,20,5,11,1,0,0,0.4440023271686255
Government Estate,18,4,2,0,0,1,0.8298016327782007
Kaladipet,0,2,4,0,0,0,0.3111252098351972
LIC,5,4,10,0,0,0,0.32663715045633973
Alandur,5,1,1,0,0,0,0.4326762461626781
Tiruvottiyur Theradi,4,5,4,1,0,0,0.3899928320639132
Little Mount,9,4,12,0,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,21,5,10,1,0,0,0.37732337854566633
Mannadi,9,2,1,0,1,1,1.0
Guindy,18,1,5,0,0,1,1.0
Anna Nagar East,11,2,11,0,0,0,0.4679583865524937
LIC,21,3,4,0,0,0,0.3438412174761996
Tondiarpet,2,4,2,0,0,0,0.25751003556324636
High Court,8,6,6,1,0,1,1.0
St. Thomas Mount,3,0,10,0,0,0,0.13441700565400028
Wimco Nagar Depot,13,3,10,0,0,0,0.4981752468348897
Teynampet,17,3,5,0,0,1,0.8558743062029363
Nandanam,3,0,9,0,0,0,0.37326176838629793
High Court,8,1,2,0,0,1,0.9542618731005477
Arumbakkam,7,6,4,1,0,1,1.0
Kilpauk,12,2,2,0,0,0,0.6752926282873211
LIC,6,1,8,0,0,0,0.3550800593434984
Little Mount,12,4,12,0,0,0,0.44254269228800963
Sir Theagaraya College,13,3,1,0,0,0,0.41843863720407415
High Court,23,0,5,0,0,0,0.25920599365582575
Teynampet,5,0,3,0,0,0,0.12111663310393964
St. Thomas Mount,5,1,5,0,0,0,0.14085291229572322
Nehru Park,5,5,8,1,0,0,0.6247882915908728
Tollgate,12,2,12,0,1,0,0.7713330662712117
Guindy,5,6,9,1,0,0,0.5393341259214153
Guindy,19,2,4,0,0,1,0.9790922869890246
St. Thomas Mount,2,6,5,1,0,0,0.4379712365552708
Wimco Nagar Depot,19,4,7,0,0,1,0.8746093373962731
Nandanam,10,0,12,0,0,1,0.8004775953436712
St. Thomas Mount,3,6,1,1,0,0,0.47538429345657385
Tiruvottiyur Theradi,16,4,5,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,17,4,7,0,0,1,0.8297352269569117
Kaladipet,9,5,3,1,0,1,1.0
Koyambedu,8,5,5,1,0,1,1.0
Chennai International Airport,10,4,9,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,12,3,8,0,0,0,0.4100334581313919
Wimco Nagar,19,4,6,0,0,1,0.6867614771698275
Kilpauk,8,5,6,1,0,1,1.0
Thirumangalam,14,3,1,0,1,0,0.6016408513218483
Egmore,19,6,1,1,1,1,1.0
Tollgate,10,1,7,0,0,1,1.0
St. Thomas Mount,13,0,4,0,0,0,0.5759567919762638
Tiruvottiyur,9,4,2,0,0,1,1.0
Anna Nagar Tower,21,1,1,0,1,0,0.5412521578414646
Little Mount,7,5,7,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,16,3,7,0,0,1,1.0
Kilpauk,3,4,9,0,0,0,0.19825678881459727
Thirumangalam,5,4,4,0,0,0,0.3424073228503407
Ekkattuthangal,6,3,12,0,0,0,0.42541076272989453
Nehru Park,12,3,11,0,0,0,0.6438401336356071
Sir Theagaraya College,6,4,10,0,0,0,0.40041880672143837
Sir Theagaraya College,19,3,1,0,0,1,0.729744444172658
Washermanpet,5,5,12,1,0,0,0.530926044222469
Thirumangalam,21,3,6,0,0,0,0.2740485884221951
Wimco Nagar Depot,9,6,6,1,0,1,1.0
Tiruvottiyur Theradi,21,4,11,0,0,0,0.3087038371035113
LIC,1,5,10,1,0,0,0.5564433619872065
Government Estate,14,5,2,1,0,0,0.6582638157645662
Tollgate,8,1,7,0,0,1,1.0
Ashok Nagar,11,5,7,1,0,0,0.536280769432957
Kaladipet,5,1,2,0,0,0,0.5004773731789651
LIC,22,1,8,0,0,0,0.15072439313792363
Chennai International Airport,7,3,1,0,1,1,1.0
Vadapalani,10,6,2,1,0,1,1.0
Koyambedu,14,6,10,1,0,0,0.667908912870145
Arumbakkam,5,0,5,0,0,0,0.3458882349315897
Tiruvottiyur,7,3,4,0,0,1,1.0
Pachaiyappa's College,15,4,3,0,0,0,0.5418474814440721
Wimco Nagar Depot,6,1,11,0,0,0,0.1321656073189595
Puratchi Thalaivar Dr. M.G. Ramachandran Central,3,0,10,0,0,0,0.34787939400446405
Saidapet,23,4,1,0,0,0,0.18253605726240074
Anna Nagar East,9,6,1,1,0,1,1.0
LIC,7,6,9,1,0,1,1.0
Nanganallur Road,21,4,2,0,0,0,0.36343036939943113
Vadapalani,8,5,4,1,0,1,1.0
High Court,13,3,11,0,0,0,0.45348227471571323
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,2,0,6,0,0,0,0.4021059123562427
Wimco Nagar,8,4,10,0,0,1,1.0
Egmore,4,2,6,0,0,0,0.42671870805169704
Koyambedu,17,6,7,1,0,1,1.0
Anna Nagar Tower,13,4,7,0,0,0,0.6349550541944075
High Court,18,3,8,0,0,1,1.0
High Court,4,3,3,0,0,0,0.13104109755266122
AG-DMS,10,6,9,1,0,1,1.0
Washermanpet,16,4,3,0,0,1,1.0
Ashok Nagar,3,5,2,1,0,0,0.5258323920447009
Anna Nagar East,4,0,3,0,0,0,0.3850629862636413
LIC,0,3,6,0,0,0,0.27645329083659453
Anna Nagar Tower,4,5,10,1,0,0,0.34527025133597206
Egmore,17,1,8,0,0,1,0.9961933313576339
Puratchi Thalaivar Dr. M.G. Ramachandran Central,19,3,3,0,0,1,1.0
Tollgate,10,5,9,1,0,1,1.0
Vadapalani,6,2,6,0,0,0,0.11397124120660082
Arumbakkam,1,6,2,1,0,0,0.4554743342469789
High Court,2,0,10,0,0,0,0.3193341921194357
Government Estate,14,3,1,0,0,0,0.5013019677729625
Meenambakkam,6,4,3,0,0,0,0.3530266699247204
Tiruvottiyur,8,4,12,0,0,1,1.0
Nanganallur Road,15,3,4,0,0,0,0.46655820358925315
Ekkattuthangal,2,4,1,0,0,0,0.41094348603362735
Little Mount,17,0,2,0,0,1,0.8398895374184884
Ekkattuthangal,15,6,11,1,0,0,0.6817650847116616
Alandur,15,5,1,1,0,0,0.6237542282331812
St. Thomas Mount,7,2,3,0,0,1,1.0
Shenoy Nagar,6,0,3,0,0,0,0.33731394813432714
Vadapalani,6,4,4,0,0,0,0.21156752339139004
Puratchi Thalaivar Dr. M.G. Ramachandran Central,10,3,3,0,0,1,1.0
Sir Theagaraya College,6,5,8,1,0,0,0.44808286464475205
Sir Theagaraya College,12,1,5,0,0,0,0.498544810680539
St. Thomas Mount,16,0,11,0,0,1,0.8222638474800574
Shenoy Nagar,8,1,12,0,0,1,1.0
Tondiarpet,18,6,5,1,0,1,1.0
Vadapalani,17,0,10,0,0,1,1.0
Saidapet,22,2,5,0,0,0,0.29748305494669736
Thirumangalam,11,5,3,1,0,0,0.7956809366707668
Puratchi Thalaivar Dr. M.G. Ramachandran Central,9,3,3,0,0,1,1.0
Chennai International Airport,8,3,5,0,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,20,5,6,1,0,0,0.4560915798898233
Washermanpet,9,4,8,0,0,1,1.0
Shenoy Nagar,15,5,9,1,0,0,0.7643254321010253
Egmore,1,4,11,0,0,0,0.15420309747582425
High Court,13,4,3,0,0,0,0.5103130656161337
Thirumangalam,17,0,7,0,0,1,1.0
Wimco Nagar,0,0,10,0,0,0,0.14377714657554624
Ekkattuthangal,23,0,7,0,0,0,0.4392797177933673
Arumbakkam,4,3,7,0,0,0,0.4119854530170684
Saidapet,12,5,12,1,0,0,0.8988108439477663
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,4,6,6,1,0,0,0.4596658093433022
Alandur,1,2,10,0,0,0,0.31668541934683914
Alandur,15,3,11,0,0,0,0.5840877588742996
Vadapalani,7,5,6,1,0,1,1.0
High Court,5,0,9,0,0,0,0.2767225537572088
Puratchi Thalaivar Dr. M.G. Ramachandran Central,4,6,1,1,0,0,0.4653233600984785
Saidapet,22,2,6,0,0,0,0.31939653412222113
Ekkattuthangal,15,0,4,0,0,0,0.4941700608305203
Wimco Nagar,7,2,11,0,0,1,1.0
Guindy,5,6,10,1,0,0,0.45825055286799915
Wimco Nagar,4,4,8,0,0,0,0.31507484176216954
Egmore,3,3,11,0,0,0,0.37426104615076083
Mannadi,5,5,10,1,0,0,0.2084692055298757
Shenoy Nagar,11,1,1,0,0,0,0.3662437130698567
Guindy,0,0,12,0,0,0,0.3331478372374201
Thirumangalam,1,0,3,0,0,0,0.19655780493945105
Saidapet,17,2,6,0,0,1,1.0
Arumbakkam,8,5,9,1,0,1,1.0
Tollgate,12,5,9,1,0,0,0.6089502584243949
Teynampet,23,0,1,0,0,0,0.12804608474187396
Little Mount,7,1,12,0,0,1,0.8248010023281054
High Court,10,4,2,0,0,1,0.9627431313525056
Koyambedu,15,3,7,0,0,0,0.5348138832631919
Government Estate,2,1,4,0,0,0,0.29851017179281786
Washermanpet,17,0,8,0,0,1,0.8849015712121568
Little Mount,11,2,11,0,0,0,0.43585435216145985
Koyambedu,2,6,10,1,0,0,0.2803931493714187
Mannadi,9,6,3,1,0,1,0.9118446800244342
Thousand Lights,7,1,4,0,0,1,1.0
Koyambedu,16,4,6,0,0,1,0.9082566111731786
Shenoy Nagar,10,0,9,0,0,1,0.7534362821970105
Government Estate,21,2,3,0,0,0,0.19546382354680725
LIC,4,5,1,1,0,0,0.6070698105212332
Nanganallur Road,10,6,10,1,0,1,1.0
Saidapet,20,3,5,0,0,0,0.13518628206409833
Shenoy Nagar,9,2,1,0,0,1,0.9931322742897826
Government Estate,3,1,10,0,0,0,0.3137623034057759
Thirumangalam,14,4,10,0,0,0,0.6314465564509122
Tiruvottiyur Theradi,15,1,4,0,0,0,0.43144887777773333
Chennai International Airport,7,4,2,0,0,1,1.0
Kaladipet,15,5,3,1,0,0,0.8563480813912533
High Court,15,5,3,1,0,0,0.5341215228594884
Arumbakkam,1,0,7,0,0,0,0.2644378828603162
Tollgate,15,4,10,0,0,0,0.3206700537940226
Anna Nagar Tower,4,0,9,0,0,0,0.3132281743842634
AG-DMS,23,1,5,0,0,0,0.1694023998197391
Egmore,21,3,7,0,0,0,0.401345323374958
Chennai International Airport,12,6,10,1,0,0,0.4643238201175623
Sir Theagaraya College,4,6,4,1,0,0,0.4161912413931984
Government Estate,11,4,1,0,0,0,0.5908538707033225
Saidapet,6,6,4,1,0,0,0.28457564957348125
Little Mount,21,2,8,0,0,0,0.266138364319162
Little Mount,21,3,8,0,0,0,0.4745762337548709
Anna Nagar Tower,15,0,9,0,0,0,0.385021371643724
Saidapet,9,4,5,0,0,1,1.0
Nandanam,19,5,8,1,0,1,1.0
High Court,7,3,6,0,0,1,0.9273926439166734
Meenambakkam,17,5,2,1,0,1,1.0
Government Estate,3,4,9,0,0,0,0.3482138667604235
Shenoy Nagar,3,1,10,0,0,0,0.3889821504835212
Little Mount,23,0,2,0,0,0,0.0816229494221884
Alandur,8,0,12,0,0,1,1.0
Washermanpet,17,5,7,1,0,1,1.0
Mannadi,10,3,9,0,0,1,0.9009662386045106
Puratchi Thalaivar Dr. M.G. Ramachandran Central,19,5,5,1,0,1,1.0
Arumbakkam,3,5,11,1,0,0,0.42500549102453977
Little Mount,5,0,5,0,0,0,0.3722331467079321
Kilpauk,5,5,8,1,0,0,0.4972834564786417
Shenoy Nagar,23,2,7,0,0,0,0.3684952580778792
Tondiarpet,18,3,3,0,0,1,1.0
Guindy,18,1,4,0,0,1,1.0
Ashok Nagar,19,2,7,0,0,1,0.7348389948815945
Mannadi,16,6,5,1,0,1,1.0
Nanganallur Road,18,1,2,0,0,1,0.8256795334615724
Teynampet,2,5,3,1,0,0,0.4341372183194758
High Court,4,0,10,0,0,0,0.27052083342362543
Shenoy Nagar,0,4,11,0,0,0,0.24650150874207616
Kilpauk,16,6,6,1,0,1,1.0
Nandanam,9,2,8,0,0,1,1.0
Egmore,1,5,12,1,0,0,0.5741191495226401
Kaladipet,11,4,12,0,0,0,0.7187487446565147
Tollgate,6,4,8,0,0,0,0.17215692860817855
Nandanam,7,3,2,0,0,1,0.8881227283930774
Nehru Park,12,0,10,0,1,0,0.8753427619225487
Alandur,15,6,1,1,0,0,0.6572889145797776
LIC,9,2,5,0,0,1,1.0
LIC,5,5,9,1,0,0,0.2936762193393201
AG-DMS,17,5,11,1,0,1,1.0
Nehru Park,23,3,8,0,0,0,0.38539502383994595
Anna Nagar Tower,3,1,1,0,0,0,0.21006727422765148
Puratchi Thalaivar Dr. M.G. Ramachandran Central,23,5,9,1,0,0,0.39141244686880367
Tondiarpet,8,0,7,0,0,1,0.8556904070690486
